,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
2661,2661,108319,6.0,https://landber.com/tin-dang/Ads_02_12859680,"Bán nhà 158 Lâm Thị Hố, Quận 12, 1 lửng, 3 lầu, 5 tỷ 380 triệu TL","Nhà 3 mặt tiền 158 Lâm Thị Hố, Quận 12.1 trệt, 1 lửng, 3 lầu. 6 PN, 7 WC. Nội thất cao cấp.Đường 10m nhựa.Khu nhà lầu. Gần ủy ban Tân Chánh Hiệp, Hiệp Thành City, chợ 03,07.Giá 5 tỷ 380 triệu TL.Liên hệ 076 494 8586 CG.","Lâm Thị Hố,Quận 12,Hồ Chí Minh",tân chánh hiệp,"ủy ban Tân, chợ","ủy ban Tân Chánh Hiệp, Hiệp Thành City",,6 phòng ngủ,,1.0,1.0,2.0,5380000000,0,2.0,4.5,1,{2},"{0,0}",158.0,10.8640255313079,106.62578605596501,"(106.625786055965,10.8640255313079)",92025552.1729251,,67.0,Ads_02_12859680,1573750800,1574011657.0,2020-02-12 08:49:25.145194,7.9,3.6,0101000020E61000007A2AF5E00CA85A40C4C0EF8D61BA2540,1.0,2020-04-13 12:40:01.921527,10,7.0,True,2.0,764948586.0,021301e8eb704cdfcb802a310fb93447,1.0,,2.0,0.0,10.872876300000001,106.6289131,title,"158 Lâm Thị Hố, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Vietnam","158 Lâm Thị Hố,  Quận 12, Hồ Chí Minh, Việt Nam",Quận 12,"Đường Lâm Thị Hố, Quận 12, Hồ Chí Minh, Việt Nam","[10.8710517, 106.628632]","[10.8728763, 106.6289131, 1.0]",13,10.871512,106.654174,79955970.14925373
2651,2651,766505,1.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-thi-bay-phuong-hiep-thanh-3/ban-cu-tien-dt-6x25-q12-tien-xay-moi-lh-0989-710-696-pr24875842,"Bán nhà cũ mặt tiền DT: 6x25m đường Trần Thị Bảy, P. Hiệp Thành, Q12 tiện xây mới LH: 0989.710.696","Bán nhà mặt tiền kinh doanh số 83 Trần Thị Bảy, phường Hiệp Thành, Q. 12. Diện tích lớn tiện xây khách sạn, nhà hàng, phòng trưng bày sản phẩm hoặc các loại hình kinh doanh khác.<br/>Diện tích 6mx25m = 148.2m2 công nhận đủ. Không bị lộ giới. Nhà 1 trệt, 1 lầu.<br/>Đối diện là công viên cây xanh sẽ khởi công vào năm nay. Cách chợ Hiệp Thành 300m cách Hiệp Thành City 500m. Mặt tiền sầm uất mua bán gì cũng được.<br/>Giá bán 8.6 tỷ (1m2 tương đương 58 triệu) TL chính chủ.<br/>LH: 0989.710.696.,",Trần Thị Bảy,hiệp thành,"công viên, chợ","chợ Hiệp Thành, Hiệp Thành City",sầm uất,,,1.0,1.0,2.0,8600000000,0,2.0,2.0,1,"{2,4}","{6,25}",83,10.875297031235599,106.63613199434,"(106.63613199434,10.8752970312356)",58029689.608637,,150.0,bdscomvn_24875842,1589097034,1589072911.0,2020-06-30 11:04:23.455246,0.0,0.0,0101000020E61000002EE8F762B6A85A40C1E2B6EE26C02540,0.0,,0,0.0,False,2.0,989710696.0,0c9094f767130c938d80a6d2b6d7cf82,1.0,,1.0,0.0,10.8743266,106.6354889,content,"83 Trần Thị Bảy, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam","83 Trần Thị Bảy,  Quận 12, Hồ Chí Minh, Việt Nam",Quận 12,"Đường Trần Thị Bảy, Quận 12, Hồ Chí Minh, Việt Nam","[10.8743266, 106.6354889]","[10.8743266, 106.6354889, 1.0]",13,10.871512,106.654174,57265333.33333334
2708,2708,109696,6.0,https://landber.com/tin-dang/Ads_02_12664294,"Bán nhà riêng tại đường Tân Chánh Hiệp 8, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh","Cần bán căn nhà số 51/23 đường Tân Chánh Hiệp 8, P. Tân Chánh Hiệp, Q12, HCM.
DT: 4,6mx14m, hướng Đông, hẻm xe hơi quay đầu 8m đường nhựa.
Nhà chính chủ, sổ hồng hoàn công, bao sang tên công chứng.Nhà mới 100% 1 trệt, 2 lầu, 1 sân phơi, sang trọng tiện ích.1 PK, 4 PN, 3 toilet, giá 3,8 tỷ.Liên hệ: 0973 00 28 98.","Tân Chánh Hiệp 8,Quận 12,Hồ Chí Minh",tân chánh hiệp,,,,4 phòng ngủ,,1.0,1.0,2.0,3800000000,0,3.0,3.0,3,{2},"{4.6,14}",2.0,10.8643428151215,106.62578890913099,"(106.625788909131,10.8643428151215)",50619858.7589396,đông,64.4,Ads_02_12664294,1573664400,1574010766.0,2020-02-12 08:49:25.145194,7.6,3.7,0101000020E6100000D1BAECEC0CA85A4064F536248BBA2540,1.0,2020-04-13 04:45:01.93861,10,7.0,False,2.0,973002898.0,1813db487a8b6cb6c8a21844064f6031,1.0,,2.0,0.0,10.872363900000002,106.6296326,content,"23 Đ. Tân Chánh Hiệp 08, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Vietnam","hẻm 51/23 đường Tân Chánh Hiệp 8,  Quận 12, Hồ Chí Minh, Việt Nam",Quận 12,"hẻm 51/23 đường Tân Chánh Hiệp 8, Quận 12, Hồ Chí Minh, Việt Nam","[10.8723639, 106.6296326]","[10.8723639, 106.6296326, 3.0]",13,10.871512,106.654174,58768633.54037266
2735,2735,65366,6.0,https://landber.com/tin-dang/Ads_01_22625714,"Bán gấp mặt tiền số 41 đường Số 9, P. Bình An, Q.2, Trần Não cắt vào (8 x 16m) không lộ giới","Chính chủ cần tiền bán gấp nhà mặt tiền 41 đường Số 9, P.Bình An, Q.2, đi Trần Não Vào.


DT: 8 x 16m, cấp 4 tiện xây mới.


Nhà góc 2 mặt tiền vuông vức không lộ giới, giấy tờ pháp lý đầy đủ sang tên nhanh lẹ.

Cần bán gấp nên bán thấp hơn giá thị trường. Thực sự khu vực đang phát triển nên nhà không muốn bán nhưng do kẹt tiền.

Khu vực đa phát triển cực tốt, nhà chung cư mọc lên liên tục, giá đất tăng vọt.

Giá bán: 13 tỷ.

LH xem nhà: 0917847567 Văn Thuận.",Số 9,bình an,,Trần Não,,,Số 41,1.0,1.0,2.0,4000000000,0,2.0,1.0,1,{2},"{8,16}",41,10.793449055722403,106.732429032807,"(106.732429032807,10.7934490557224)",217449437.818452,,128.0,Ads_01_22625714,1574010000,1574067388.0,2020-02-12 08:49:25.145194,7.9,3.6,0101000020E610000011A3051EE0AE5A4065BD62F43E962540,1.0,2020-04-13 10:06:02.075635,10,7.0,False,3.0,917847567.0,33b3ba48ee62334c7bc8185145bd5b88,1.0,,1.0,0.0,10.7932498,106.7329774,title,"41 Đ. 9, Khu Phố 4, Quận 2, Thành phố Hồ Chí Minh, Vietnam","41 đường Số 9,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"đường Số 9, Quận 2, Hồ Chí Minh, Việt Nam","[10.7932498, 106.7329774]","[10.7932498, 106.7329774, 1.0]",14,10.784063,106.756344,31210156.25
2750,2750,755261,3.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-thinh-phuong-cat-lai/ban-cap-4-hem-khu-1-quan-2-dt-5x11-gia-3-ty-6-pr25561389,"Bán nhà phố cấp 4 hẻm đường Lê Văn Thịnh, Khu phố 1, phường Cát Lái, Quận 2, DT 5X11 giá 3 tỷ 6 ","Bán nhà có sổ hồng ngay khu dân cư đông đúc, thuận tiện đi lại và sinh sống.<br/>Nhà cấp 4 hẻm 264/1A đường Lê Văn Thịnh, KP1, phường Cát Lái, Quận 2<br/>DT 5m x 11m là  55,2m2. <br/>Giá 3,6 tỉ.<br/>Đang có HĐ thuê là 5 triệu/tháng , còn 10 tháng<br/>Nếu mua sang HĐ hoặc chủ lấy lại nhà ạ.<br/>Gía tốt nhất khu vực, call em ngay nhé.<br/>LH 0944 589 718 (zalo)- 090 998 0787 <br/>Em xin cảm ơn ạ.",Lê Văn Thịnh,cát lái,,,"đông đúc, thuận tiện đi lại",2,,1.0,1.0,2.0,3600000000,0,3.0,1.0,3,{2},"{5,11}",,10.7763686831302,106.781886445658,"(106.781886445658,10.7763686831302)",65217391.30434781,,55.0,bdscomvn_25561389,1590295650,1590271400.0,2020-06-30 05:24:35.952182,0.0,0.0,0101000020E61000005852726D0AB25A40855D2F32808D2540,0.0,,0,0.0,False,2.0,944589718.0,2bf1ca3b551fef1f793dad19324a7033,1.0,,1.0,0.0,10.777339,106.7664719,title,"Đường Lê Văn Thịnh, Cát Lái, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 4 hẻm đường Lê Văn Thịnh,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 4 hẻm đường Lê Văn Thịnh, Quận 2, Hồ Chí Minh, Việt Nam","[10.777339, 106.7664719]","[10.777339, 106.7664719, 3.0]",14,10.784063,106.756344,65361818.18181818
2729,2729,387999,2.0,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/can-ban-gap-can-nha-pho-so-55-duong-bui-ta-han-p-an-phu-quan-2-id20179239,Cần bán gấp căn nhà phố số 55 đường Bùi Tá Hán P.An Phú Quận 2,"
Cần bán nhà đẹp giá rẻ tại Đường Bùi Tá Hán , Phường An Phú , Quận 2 
(+) Vị trí: Vị trí giao thông thuận tiện đến trường học,chợ, siêu thị , vào trung tâm thành phố quận 1 rất gần . Khu vực- An ninh sạch sẽ,
(+) Diện tích: 4x20 (m2).
(+) Kết cấu: 1 trệt , 1 lầu , 4 pn,4 toilet , nội thất cơ bản
(+) Giá bán :16 Tỷ 
(+) Mọi chi tiết thuê , bán villa – biệt thự Quận 2 vui lòng liên hệ:
Trần Nam 0902 971 889 và 0968 274 869.
Mail: nambdspro@gmail.com
Ngoài ra còn nhiều nhà phố, biệt thự khác anh/chị vui lòng tham khảo tại website http://thuenhaquan2.com/
",Bùi Tá Hán, an phú,"trường học, chợ, siêu thị",,"giao thông thuận tiện, An ninh, sạch sẽ",4,,1.0,1.0,2.0,16000000000,0,2.0,2.0,6,{2},"{4,20}",55.0,10.794561649199801,106.74434360508499,"(106.744343605085,10.7945616491998)",120547751.11181699,,80.0,mogi_20179239,1581440400,1581471168.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000F2345C53A3AF5A4035F0D3C8D0962540,1.0,2020-04-13 04:37:02.362763,1,8.0,False,2.0,902971889.0,2af706456c03171cf4363247055feea4,1.0,,0.0,0.0,10.7965531,106.7438769,title,"55 Đ. Đỗ Pháp Thuận, An Phú, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 55 đường Bùi Tá Hán,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 55 đường Bùi Tá Hán, Quận 2, Hồ Chí Minh, Việt Nam","[10.7965531, 106.7438769]","[10.7965531, 106.7438769, 6.0]",14,10.784063,106.756344,199872500.0
2798,2798,476878,2.0,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/can-ban-gap-can-nha-duong-so-22-duong-tran-ngoc-dien-p-thao-dien-quan2-id20179125,Cần bán gấp căn nhà đường số 22 đường Trần Ngọc Diện P.Thảo Điền Quận2,"
Cần bán nhà đẹp giá rẻ tại Đường Trần Ngọc Diện , Phường Thảo Điền , Quận 2 
(+) Vị trí: Vị trí giao thông thuận tiện đến trường học,chợ, siêu thị , vào trung tâm thành phố quận 1 rất gần . Khu vực- An ninh sạch sẽ,
(+) Diện tích: 240 (m2).
(+) Kết cấu : 3 phòng ngủ, 2 WC, 2 phòng khách, nhà view sông, DTXD 97m2 
(+) Giá bán :18 Tỷ 
(+) Mọi chi tiết thuê , bán villa – biệt thự Quận 2 vui lòng liên hệ:
Trần Nam 0902 971 889 và 0968 274 869.
Mail: nambdspro@gmail.com
Ngoài ra còn nhiều nhà phố, biệt thự khác anh/chị vui lòng tham khảo tại website http://thuenhaquan2.com/
",Trần Ngọc Diện, thảo điền,"trường học, chợ, siêu thị, sông",,"giao thông thuận tiện, An ninh, sạch sẽ",3,,1.0,1.0,2.0,18000000000,0,2.0,1.0,6,{2},"{0,0}",,10.806105399419401,106.740978856854,"(106.740978856854,10.8061053994194)",75170191.49727121,,240.0,mogi_20179125,1582650000,1582791097.0,2020-02-27 15:12:01.605055,3.2,3.7,0101000020E6100000C24D95326CAF5A403245CFD8B99C2540,1.0,2020-04-13 08:26:01.704915,6,7.0,False,2.0,902971889.0,ee1de4d7a9f1bd0d375d2632c65a20ee,1.0,,0.0,0.0,10.8040755,106.73749369999999,title,"22 Đường Thảo Điền, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 22 đường Trần Ngọc Diện,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 22 đường Trần Ngọc Diện, Quận 2, Hồ Chí Minh, Việt Nam","[10.8040755, 106.7374937]","[10.8040755, 106.7374937, 6.0]",14,10.784063,106.756344,74978750.0
2780,2780,413267,6.0,https://landber.com/tin-dang/Ads_01_21919203,"Chính chủ bán nhà đẹp 3 tấm Bình Trưng Tây, Q2","Chính chủ bán nhà đẹp BTT, Q2.


1. Địa chỉ: Hẻm 365 Nguyễn Thị Định, Q2. Giáo xứ Công Thành.
2. Hướng nhà: Nam, chếch Tây.

3. Diện tích: Ngang 4.7m, diện tích đất 51m2, Tổng diện tích sàn XD: 167m2.
4. Quy mô: 3,5 tầng, gồm 1 trệt, 2 lầu, tầng sân thượng với phòng thờ và sân thượng trước sau rộng rãi.
5. Công năng SD: Gồm phòng khách, bếp phòng ăn, 1 phòng đa năng rộng, 3 phòng ngủ, 4WC, phòng thờ, khu giặt phơi. Cây xanh, giếng trời thông thoáng, ống lạnh chờ sẵn. Hệ thống nước nóng Năng lượng mặt trời an toàn lắp sẵn.
6: Nội thất có sẵn: Hệ bếp cao cấp đi kèm, rèm cửa chống nắng, 2 máy lạnh Panasonic Sky Series, Daikin.

Giá: 5.5 tỷ, thương lượng lộc.",Nguyễn Thị Định,bình trưng tây,,Công Thành,,3 phòng ngủ,Hẻm 365,1.0,1.0,2.0,5500000000,0,2.0,3.5,3,{2},"{0,0}",365.0,10.781160467861302,106.762085423073,"(106.762085423073,10.7811604678613)",51222910.51405589,nam,51.0,Ads_01_21919203,1581699600,1581711334.0,2020-02-15 03:16:02.28099,2.0,3.6,0101000020E6100000B636F001C6B05A40FDC8CC43F48F2540,1.0,2020-04-13 10:12:01.295235,1,8.0,False,3.0,,724ea9ffef7c72dbf597979f90c34b49,1.0,,0.0,0.0,10.782277,106.76065600000001,content,"365 Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 365 Nguyễn Thị Định,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 365 Nguyễn Thị Định, Quận 2, Hồ Chí Minh, Việt Nam","[10.782277, 106.760656]","[10.782277, 106.760656, 3.0]",14,10.784063,106.756344,107493137.25490196
2767,2767,145036,6.0,https://landber.com/tin-dang/Ads_01_21813212,"Nhà bán khu 215 Nguyễn Văn Hưởng, Phường Thảo Điền Quận 2 DT 5x21,5m, giá 19 tỷ khu vực đủ tiện ích","Chính chủ bán nhà siêu vị trí khu 215 Nguyễn Văn Hưởng. Chỉ cách MT Nguyễn Văn Hưởng 100m. Khu cực vip cho kinh doanh buôn bán, mở văn phòng, cho thuê...


Diện tích: 5x21m CN đủ 105m2.


Kết cấu: Nhà mới hoàn công tháng rồi gồm trệt - 3 lầu - Sân thượng.
Nhà mới đẹp được thiết kế theo phong cách Tây Âu, toàn bộ nội thất nhập ngoại cao cấp.

Giá bán; 19 tỷ thương lượng cho khách thiện chí.

- Quý khách quan tâm xem nhà chính chủ liên hệ: Quang Vinh 0965 863 596.
Miễn trung gian (Zalo, Viber).",Nguyễn Văn Hưởng,thảo điền,,Nguyễn Văn Hưởng,,,215,1.0,1.0,2.0,19000000000,0,2.0,4.5,6,"{2,1}","{5,21.5}",215.0,10.8082334834868,106.73264918258499,"(106.732649182585,10.8082334834868)",78925697.0098192,,105.0,Ads_01_21813212,1582390800,1573987387.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000022A965B9E3AE5A40413776C7D09D2540,1.0,2020-04-13 08:28:02.473323,1,8.0,False,2.0,965863596.0,6ef9b17225255f6c508319bb26d13636,4.0,,2.0,0.0,10.8126474,106.7322018,title,"Nguyễn Văn Hưởng & Hẻm 215, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 215 Nguyễn Văn Hưởng,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 215 Nguyễn Văn Hưởng, Quận 2, Hồ Chí Minh, Việt Nam","[10.8126474, 106.7322018]","[10.8126474, 106.7322018, 6.0]",14,10.784063,106.756344,180733809.52380952
2752,2752,757181,6.0,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-nao-phuong-binh-an/li-di-nen-toi-b-gap-nat-qu-2-75m2-790tr-g-cho-tien-kd-lh-0775394454-nhi-pr25429915,"Ly dị nên tôi bán gấp nhà nát Trần Não Q2 75m2 870TR gần chợ Bình An tiện KD, LH: 0775394454 Nhi","Chia tài sản tôi cán gấp căn nhà nát 75m2 đường Số 8 Trần Não, Quận 2, ngay chợ, tiện ở, SHR, XDTD, bán gấp miễn cò.<br/>- Nằm sau UBND p. Bình An. An ninh tốt.<br/>- Đường xe hơi vô được, thông thoáng, không ngập nước.<br/>- Vị trí đẹp, thuận tiện đi các Quận 1, Bình Thạnh, Quận 9...<br/>- Liền kề trường học, resort cao cấp, chung cư cao cấp, an ninh tốt.<br/>- Khu vực đầy đủ tiện ích trong bán kính 1km như chợ, siêu thị, công viên cây xanh thoáng mát.<br/>Liên hệ chủ nhà chị Nhi trực tiếp qua SĐT 0775394454 để được xem nhà.<br/>Nhá mấy tôi sẽ gọi lại.<br/><br/>Cảm ơn vì đã xem tin.",Trần Não,,"chợ, chợ, UBND, trường học, resort, chung cư, chợ, siêu thị, công viên","chợ Bình An, Bình An, Quận 1, Bình Thạnh, Quận 9","An ninh tốt, thông thoáng, không ngập nước, an ninh tốt, đầy đủ tiện ích",,,1.0,1.0,2.0,870000000,0,3.0,1.0,1,{2},"{0,0}",8,10.7913004158619,106.730531800497,"(106.730531800497,10.7913004158619)",11600000.0,đông,75.0,bdscomvn_25429915,1590210995,1590189447.0,2020-06-30 05:42:33.006707,0.0,0.0,0101000020E610000089F47308C1AE5A402EE0FE5325952540,0.0,,0,0.0,False,2.0,775394454.0,382f1db7e0856e0b742013e6959782e6,1.0,,1.0,0.0,10.796154099999999,106.73142279999999,content,"8 Đường Trần Não, P. Bình An, Quận 2, Thành phố Hồ Chí Minh, Vietnam","8 Trần Não,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"Đường Trần Não, Quận 2, Hồ Chí Minh, Việt Nam","[10.7961541, 106.7314228]","[10.7961541, 106.7314228, 1.0]",14,10.784063,106.756344,11532000.0
2730,2730,723952,3.0,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-song-hanh-prj-thu-thiem-lakeview/tra-tien-ngan-hang-ban-gap-trong-tuan-5-20-city-quan-2-goi-ngay-0906-602-072-pr25806888,"TRẢ  TIỀN NGÂN HÀNG BÁN GẤP TRONG TUẦN 5*20 LAKEVIEW CITY , QUẬN 2 GỌI NGAY 0906 602 072 ","Kẹt tiền xoay công việc cần căn nhà phố liền kề, xây dựng 1 trệt, 3 lầu, nhà gần ngay công viên, yên tĩnh, ít xe qua lại.<br/>- Diện tích: 5x20m.<br/>- Do không còn nhu cầu sử dụng nên muốn bán, Hòa Bình xây dựng nên đảm bảo chất lượng.<br/>- Giá cần bán ngay trong tuần 11.7 tỷ, thương lượng khách thiện chí.<br/>- Hỗ trợ ngân hàng 70% giá trị căn nhà (tối đa được 8 tỷ).<br/>- Gọi Ngay : 0906.602.072",LAKEVIEW CITY,,công viên,,yên tĩnh,,,1.0,1.0,2.0,10600000000,0,2.0,4.0,6,{2},"{5,20}",20.0,10.7727143228373,106.723044619834,"(106.723044619834,106.723044619834)",106000000.0,,100.0,bdscomvn_25806888,1591883658,1591858937.0,2020-06-26 05:57:01.673656,0.0,0.0,0101000020E610000021EFF05C46AE5A406C793336A18B2540,0.0,,0,0.0,False,2.0,906602072.0,9e9de91e6e2c4dbed6b9bee04a3f4e1d,1.0,,0.0,0.0,10.7939467,106.7725112,title,"Đ. D, An Phú, Quận 2, Thành phố Hồ Chí Minh, Vietnam","hẻm 20 LAKEVIEW CITY,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"hẻm 20 LAKEVIEW CITY, Quận 2, Hồ Chí Minh, Việt Nam","[10.7939467, 106.7725112]","[10.7939467, 106.7725112, 6.0]",14,10.784063,106.756344,105796000.0
2757,2757,769294,1.0,https://batdongsan.com.vn/ban-nha-mat-pho-duong-mai-chi-tho-phuong-an-loi-dong-prj-dai-quang-minh/ban-sala-dien-tich-5-6x20m-7x24m-xd-1-ham-4-lau-ap-lh-0973317779-pr25292537,"Bán nhà phố Sala Đại Quang Minh, diện tích: 5.6x20m, 7x24m. XD 1 hầm, 4 lầu, áp mái, LH 0973317779","+ Bán nhà phố Sala Đại Quang Minh, diện tích: 5.6x20m, 7x24m. XD 1 hầm, 4 lầu, áp mái.<br/><br/>+ Nhà phố Nguyễn Cơ Thạch lộ giới 44.7m, diện tích 7x24m, giá: 75 tỷ - 80 tỷ.<br/><br/>Thông tin chi tiêt xin quý khách vui long liên hệ.<br/>Phòng kinh doanh Sala: 0973317779.<br/>Địa chỉ: Khu Đô Thị Sala, Số 10 Mai Chí Thọ, Thủ Thiêm, Quận 2.",Mai Chí Thọ,,,,,6,,1.0,1.0,2.0,45000000000,0,2.0,5.0,1,{2},"{5.6,20}",10,10.774387277760502,106.726841488338,"(106.726841488338,10.7743872777605)",45000000000.0,,168.0,bdscomvn_25292537,1589099539,1589076756.0,2020-07-02 04:54:56.282759,0.0,0.0,0101000020E61000008A72299284AE5A400DD7407D7C8C2540,0.0,,0,0.0,False,2.0,973317779.0,5700094334bbc7fb15d9606948f92167,1.0,,1.0,0.0,10.772088499999999,106.7220463,content,"10 Đường Mai Chí Thọ, Thủ Thiêm, Quận 2, Thành phố Hồ Chí Minh, Vietnam","10 Mai Chí Thọ,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"Đường Mai Chí Thọ, Quận 2, Hồ Chí Minh, Việt Nam","[10.7720885, 106.7220463]","[10.7720885, 106.7220463, 1.0]",14,10.784063,106.756344,267705357.14285716
2777,2777,648258,6.0,https://landber.com/tin-dang/Ads_01_23531428,"Bán biệt thự mặt tiền số 155 Nguyễn Văn Hưởng, Thảo Điền, Quận 2, giá 53 tỷ, 307m2, hầm 2 lầu","Không sử dụng nên cần chuyển nhượng lại căn biệt thự 3MT Số 155, đường Nguyễn Văn Hưởng, P. Thảo Điền, quận 2 ngay cổng khu chính vào khu BT Thảo Điền 2, DT 20 x 16m, căn góc CN 307m2 đất xây 1 hầm 1 trệt 2 lầu, 4PN, 5WC nội thất dính tường.
Giá 53 tỷ còn TL tí, sổ hồng.

Liên hệ: 0939 026 281.",Nguyễn Văn Hưởng,thảo điền,,Thảo Điền 2,,4 phòng ngủ,Số 155,1.0,1.0,2.0,53000000000,0,3.0,3.5,1,{2},"{16,20}",155,10.8085149995489,106.733062814718,"(106.733062814718,106.733062814718)",172638436.48208502,,307.0,Ads_01_23531428,1588525200,1588561693.0,2020-05-04 10:23:02.019694,0.0,0.0,0101000020E610000010C84B80EAAE5A409BC692ADF59D2540,0.0,,0,0.0,False,1.0,,1a7dd08304b2ba61a9b317763b97dc6a,1.0,,0.0,0.0,10.813486900000001,106.7262529,title,"155 Nguyễn Văn Hưởng, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam","155 Nguyễn Văn Hưởng,  Quận 2, Hồ Chí Minh, Việt Nam",Quận 2,"Đường Nguyễn Văn Hưởng, Quận 2, Hồ Chí Minh, Việt Nam","[10.8134869, 106.7262529]","[10.8134869, 106.7262529, 1.0]",14,10.784063,106.756344,172580293.15960908
2830,2830,168781,6.0,https://landber.com/tin-dang/Ads_02_12958769,"Bán nhà 2 MT hẻm VIP BÀN CỜ Quận 3, 7 tầng - 90m2 doanh thu đỉnh 70tr/tháng.","VIP … VIP … VIP … Quận 3 BÀN CỜ lại lên sóng.Gia chủ cần đi định cư sang nhượng lại với giá hữu nghị cực yêu chỉ: 21 tỷ còn thương lượng mạnh cho khách nhiệt.** Biệt thự ngay lô góc View siêu đẹp, chỉ cách 20m là ra mặt tiền đường Bàn cờ.** Nhà 2 mặt hẻm, 1 mặt 7m và 1 mặt 10m đã xây trừ hết lộ giới.** Giá trị nhà đã gần 10 tỷ, vị chi giá đất chỉ: 100 triệu /m2.** Nhà được thiết kế 1 trệt, 1 lửng, 4 lầu, sân thượng. Tổng DT sử dụng gần 500m2.** Gia chủ thiết kế nhà có 2 gara để xe ô tô. Làm văn phòng, căn hộ dịch vụ tha hồ để xe, không cần kiếm chỗ gửi xe.** Hiện đang cho Công ty du lịch thuê nguyên căn 70 triệu / tháng, hợp đồng 5 năm, mỗi năm trượt giá 15% tiền thuê nhà.** Nhà gồm 3 sàn và sân thượng dành cho kinh doanh cà phê, ngồi cà phê trên tầng thượng ngắm thành phố về đêm rất đẹp.**** Vui lòng gọi Uyên : 077.4696.167 để được tư vấn và xem nhà miễn phí ****","Bàn Cờ,Quận 3,Hồ Chí Minh",3,,,,10 phòng ngủ,,1.0,1.0,2.0,100000000,0,2.0,6.0,3,"{2,3}","{0,0}",,10.7705032351692,106.679699114916,"(106.679699114916,10.7705032351692)",149336352.594597,,90.0,Ads_02_12958769,1573318800,1573979897.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000B76BB73080AB5A40050769667F8A2540,1.0,2020-04-13 07:58:02.593078,2,7.0,True,2.0,774696167.0,00e818d7ce18747dac3f7e9e2777b7f7,1.0,,2.0,0.0,10.7685084,106.6804611,content,"664 Nguyễn Đình Chiểu, Phường 3, Quận 3, Thành phố Hồ Chí Minh, Vietnam","hẻm 3 BÀN CỜ,  Quận 3, Hồ Chí Minh, Việt Nam",Quận 3,"hẻm 3 BÀN CỜ, Quận 3, Hồ Chí Minh, Việt Nam","[10.7685084, 106.6804611]","[10.7685084, 106.6804611, 3.0]",15,10.784433,106.68442900000001,771111.1111111111
