"id","name","prefix","city_id","lat","lng"
534,"Phủ Lý","Thành phố",45,NULL,NULL
535,"Thanh Liêm","Huyện",45,NULL,NULL
536,"Cẩm Xuyên","Huyện",46,NULL,NULL
537,"Can Lộc","Huyện",46,NULL,NULL
538,"Đức Thọ","Huyện",46,NULL,NULL
539,"Hà Tĩnh","Thành phố",46,NULL,NULL
540,"Hồng Lĩnh","Thị xã",46,NULL,NULL
541,"Hương Khê","Huyện",46,NULL,NULL
542,"Hương Sơn","Huyện",46,NULL,NULL
543,"Kỳ Anh","Huyện",46,NULL,NULL
544,"Lộc Hà","Huyện",46,NULL,NULL
545,"Nghi Xuân","Huyện",46,NULL,NULL
546,"Thạch Hà","Huyện",46,NULL,NULL
547,"Vũ Quang","Huyện",46,NULL,NULL
548,"Cao Lãnh","Thành phố",47,NULL,NULL
549,"Châu Thành","Huyện",47,NULL,NULL
550,"Hồng Ngự","Thị xã",47,NULL,NULL
551,"Huyện Cao Lãnh","Huyện",47,NULL,NULL
552,"Huyện Hồng Ngự","Huyện",47,NULL,NULL
553,"Lai Vung","Huyện",47,NULL,NULL
554,"Lấp Vò","Huyện",47,NULL,NULL
555,"Sa Đéc","Thị xã",47,NULL,NULL
556,"Tam Nông","Huyện",47,NULL,NULL
557,"Tân Hồng","Huyện",47,NULL,NULL
558,"Thanh Bình","Huyện",47,NULL,NULL
559,"Tháp Mười","Huyện",47,NULL,NULL
560,"Châu Thành","Huyện",48,NULL,NULL
561,"Cù Lao Dung","Huyện",48,NULL,NULL
562,"Kế Sách","Huyện",48,NULL,NULL
563,"Long Phú","Huyện",48,NULL,NULL
564,"Mỹ Tú","Huyện",48,NULL,NULL
565,"Mỹ Xuyên","Huyện",48,NULL,NULL
566,"Ngã Năm","Huyện",48,NULL,NULL
567,"Sóc Trăng","Thành phố",48,NULL,NULL
568,"Thạnh Trị","Huyện",48,NULL,NULL
569,"Trần Đề","Huyện",48,NULL,NULL
570,"Vĩnh Châu","Huyện",48,NULL,NULL
571,"Đăk Glei","Huyện",49,NULL,NULL
572,"Đăk Hà","Huyện",49,NULL,NULL
573,"Đăk Tô","Huyện",49,NULL,NULL
574,"Ia HDrai","Huyện",49,NULL,NULL
575,"Kon Plông","Huyện",49,NULL,NULL
576,"Kon Rẫy","Huyện",49,NULL,NULL
577,"KonTum","Thành phố",49,NULL,NULL
578,"Ngọc Hồi","Huyện",49,NULL,NULL
579,"Sa Thầy","Huyện",49,NULL,NULL
580,"Tu Mơ Rông","Huyện",49,NULL,NULL
581,"Ba Đồn","Thị xã",50,NULL,NULL
582,"Bố Trạch","Huyện",50,NULL,NULL
583,"Đồng Hới","Thành phố",50,NULL,NULL
584,"Lệ Thủy","Huyện",50,NULL,NULL
585,"Minh Hóa","Huyện",50,NULL,NULL
586,"Quảng Ninh","Huyện",50,NULL,NULL
587,"Quảng Trạch","Huyện",50,NULL,NULL
588,"Tuyên Hóa","Huyện",50,NULL,NULL
589,"Cam Lộ","Huyện",51,NULL,NULL
590,"Đa Krông","Huyện",51,NULL,NULL
591,"Đảo Cồn cỏ","Huyện",51,NULL,NULL
592,"Đông Hà","Thành phố",51,NULL,NULL
593,"Gio Linh","Huyện",51,NULL,NULL
594,"Hải Lăng","Huyện",51,NULL,NULL
595,"Hướng Hóa","Huyện",51,NULL,NULL
596,"Quảng Trị","Thị xã",51,NULL,NULL
597,"Triệu Phong","Huyện",51,NULL,NULL
598,"Vĩnh Linh","Huyện",51,NULL,NULL
599,"Càng Long","Huyện",52,NULL,NULL
600,"Cầu Kè","Huyện",52,NULL,NULL
601,"Cầu Ngang","Huyện",52,NULL,NULL
602,"Châu Thành","Huyện",52,NULL,NULL
603,"Duyên Hải","Huyện",52,NULL,NULL
604,"Tiểu Cần","Huyện",52,NULL,NULL
605,"Trà Cú","Huyện",52,NULL,NULL
606,"Trà Vinh","Thành phố",52,NULL,NULL
607,"Châu Thành","Huyện",53,NULL,NULL
608,"Châu Thành A","Huyện",53,NULL,NULL
609,"Long Mỹ","Huyện",53,NULL,NULL
610,"Ngã Bảy","Thị xã",53,NULL,NULL
611,"Phụng Hiệp","Huyện",53,NULL,NULL
612,"Vị Thanh","Thành phố",53,NULL,NULL
613,"Vị Thủy","Huyện",53,NULL,NULL
614,"Bắc Yên","Huyện",54,NULL,NULL
615,"Mai Sơn","Huyện",54,NULL,NULL
616,"Mộc Châu","Huyện",54,NULL,NULL
617,"Mường La","Huyện",54,NULL,NULL
618,"Phù Yên","Huyện",54,NULL,NULL
619,"Quỳnh Nhai","Huyện",54,NULL,NULL
620,"Sơn La","Thành phố",54,NULL,NULL
621,"Sông Mã","Huyện",54,NULL,NULL
622,"Sốp Cộp","Huyện",54,NULL,NULL
623,"Thuận Châu","Huyện",54,NULL,NULL
624,"Vân Hồ","Huyện",54,NULL,NULL
625,"Yên Châu","Huyện",54,NULL,NULL
626,"Bạc Liêu","Thành phố",55,NULL,NULL
627,"Đông Hải","Huyện",55,NULL,NULL
628,"Giá Rai","Huyện",55,NULL,NULL
629,"Hòa Bình","Huyện",55,NULL,NULL
630,"Hồng Dân","Huyện",55,NULL,NULL
631,"Phước Long","Huyện",55,NULL,NULL
632,"Vĩnh Lợi","Huyện",55,NULL,NULL
633,"Lục Yên","Huyện",56,NULL,NULL
634,"Mù Cang Chải","Huyện",56,NULL,NULL
635,"Nghĩa Lộ","Thị xã",56,NULL,NULL
636,"Trạm Tấu","Huyện",56,NULL,NULL
637,"Trấn Yên","Huyện",56,NULL,NULL
638,"Văn Chấn","Huyện",56,NULL,NULL
639,"Văn Yên","Huyện",56,NULL,NULL
640,"Yên Bái","Thành phố",56,NULL,NULL
641,"Yên Bình","Huyện",56,NULL,NULL
642,"Chiêm Hóa","Huyện",57,NULL,NULL
643,"Hàm Yên","Huyện",57,NULL,NULL
644,"Lâm Bình","Huyện",57,NULL,NULL
645,"Na Hang","Huyện",57,NULL,NULL
646,"Sơn Dương","Huyện",57,NULL,NULL
647,"Tuyên Quang","Thành phố",57,NULL,NULL
648,"Yên Sơn","Huyện",57,NULL,NULL
649,"Điện Biên","Huyện",58,NULL,NULL
650,"Điện Biên Đông","Huyện",58,NULL,NULL
651,"Điện Biên Phủ","Thành phố",58,NULL,NULL
652,"Mường Ảng","Huyện",58,NULL,NULL
653,"Mường Chà","Huyện",58,NULL,NULL
654,"Mường Lay","Thị xã",58,NULL,NULL
655,"Mường Nhé","Huyện",58,NULL,NULL
656,"Nậm Pồ","Huyện",58,NULL,NULL
657,"Tủa Chùa","Huyện",58,NULL,NULL
658,"Tuần Giáo","Huyện",58,NULL,NULL
659,"Lai Châu","Thị xã",59,NULL,NULL
660,"Mường Tè","Huyện",59,NULL,NULL
661,"Nậm Nhùn","Huyện",59,NULL,NULL
662,"Phong Thổ","Huyện",59,NULL,NULL
663,"Sìn Hồ","Huyện",59,NULL,NULL
664,"Tam Đường","Huyện",59,NULL,NULL
665,"Tân Uyên","Huyện",59,NULL,NULL
666,"Than Uyên","Huyện",59,NULL,NULL
667,"Bắc Sơn","Huyện",60,NULL,NULL
668,"Bình Gia","Huyện",60,NULL,NULL
669,"Cao Lộc","Huyện",60,NULL,NULL
670,"Chi Lăng","Huyện",60,NULL,NULL
671,"Đình Lập","Huyện",60,NULL,NULL
672,"Hữu Lũng","Huyện",60,NULL,NULL
673,"Lạng Sơn","Thành phố",60,NULL,NULL
674,"Lộc Bình","Huyện",60,NULL,NULL
675,"Tràng Định","Huyện",60,NULL,NULL
676,"Văn Lãng","Huyện",60,NULL,NULL
677,"Văn Quan","Huyện",60,NULL,NULL
678,"Bắc Mê","Huyện",61,NULL,NULL
679,"Bắc Quang","Huyện",61,NULL,NULL
680,"Đồng Văn","Huyện",61,NULL,NULL
681,"Hà Giang","Thành phố",61,NULL,NULL
682,"Hoàng Su Phì","Huyện",61,NULL,NULL
683,"Mèo Vạc","Huyện",61,NULL,NULL
684,"Quản Bạ","Huyện",61,NULL,NULL
685,"Quang Bình","Huyện",61,NULL,NULL
686,"Vị Xuyên","Huyện",61,NULL,NULL
687,"Xín Mần","Huyện",61,NULL,NULL
688,"Yên Minh","Huyện",61,NULL,NULL
689,"Ba Bể","Huyện",62,NULL,NULL
690,"Bắc Kạn","Thị xã",62,NULL,NULL
691,"Bạch Thông","Huyện",62,NULL,NULL
692,"Chợ Đồn","Huyện",62,NULL,NULL
693,"Chợ Mới","Huyện",62,NULL,NULL
694,"Na Rì","Huyện",62,NULL,NULL
695,"Ngân Sơn","Huyện",62,NULL,NULL
696,"Pác Nặm","Huyện",62,NULL,NULL
697,"Bảo Lạc","Huyện",63,NULL,NULL
698,"Bảo Lâm","Huyện",63,NULL,NULL
699,"Cao Bằng","Thị xã",63,NULL,NULL
700,"Hạ Lang","Huyện",63,NULL,NULL
701,"Hà Quảng","Huyện",63,NULL,NULL
702,"Hòa An","Huyện",63,NULL,NULL
703,"Nguyên Bình","Huyện",63,NULL,NULL
704,"Phục Hòa","Huyện",63,NULL,NULL
705,"Quảng Uyên","Huyện",63,NULL,NULL
706,"Thạch An","Huyện",63,NULL,NULL
707,"Thông Nông","Huyện",63,NULL,NULL
708,"Trà Lĩnh","Huyện",63,NULL,NULL
709,"Trùng Khánh","Huyện",63,NULL,NULL
710,"Bắc Tân Uyên","Huyện",4,11.087395,106.875145
