,ID,Address Street,Address Ward,Address District,Position Street,Latitude,Longitude,Deep,Labeled,Old Price,Old Price/m2 in DB,Old Price/m2 by Formular,New Price/m2,New Price2,Diff,Ratio
257,605891,Thanh Thai,12,Quan 10,3,10.7742398,106.6650195,121,False,7900000000,153876772.458631,106618918.91891892,360388654911.77527,26668770663471.37,26660870663471.37,45.61881707743991
258,582216,Nguyen Tri Phuong,10,Quan 10,1,10.76324,106.669711,350,False,30000000,278727412.896115,245000.0,1106093623.392352,66380917403.54112,66350917403.54112,36.869787446411735
259,670905,Su Van Hanh,12,Quan 10,1,10.7711786,106.6700661,350,False,145000000,1074074.07407407,866296.2962962963,5346119179.729702,721754139263.5098,721609139263.5098,36.869787446411735
260,646526,Nguyen Tri Phuong,9,Quan 10,3,10.7656274,106.6719747,120,False,28000000,595744.680851064,215957.44680851063,1278518181.4887297,60108204529.9703,60080204529.9703,45.66136362459749
261,606556,Ngo Gia Tu,4,Quan 10,1,10.7665495,106.6738623,350,False,17900000000,357587291.420621,335739212.0075047,659969195290.77,35176363208998.04,35158463208998.04,36.869787446411735
262,678708,Ly Thai To,9,Quan 10,6,10.766598,106.6774033,260,False,11000000,100000.0,-39090.90909090909,440907384.44802064,48515112289.28227,48504112289.28227,40.0824894952746
263,407288,3 Thang 2,14,Quan 10,3,10.7667887,106.6653373,121,False,12700000000,159740685.090102,181100714.2857143,579358976883.4868,40555151331844.08,40542451331844.08,45.61881707743991
264,568412,Ngo Gia Tu,4,Quan 10,6,10.7672504,106.6739676,260,False,39000000000,190932290.348048,144397222.2222222,1563217090315.7095,422068627135241.56,422029627135241.56,40.0824894952746
265,408103,3 Thang 2,14,Quan 10,3,10.7665878,106.6622914,121,False,7950000000,159740685.090102,152590384.6153846,362669595765.6473,18858834279813.66,18850884279813.66,45.61881707743991
266,679042,Thanh Thai,14,Quan 10,1,10.7737879,106.6644956,351,False,85000000,1024096.38554217,778313.2530120482,3131027374.8272543,259895672110.6621,259810672110.6621,36.835616174438286
267,539702,3/2,12,Quan 10,6,10.7663343,106.6608375,261,True,10500000000,195157881.809673,151878260.86956522,420475205324.5009,29012809567390.562,29002309567390.562,40.04525764995247
268,464764,Nhat Tao,10,Quan 10,3,10.7615083,106.6618724,121,True,5899000000,172075073.328704,147028750.0,269105401939.81802,10764233927592.72,10758334927592.72,45.61881707743991
269,417518,To Hien Thanh,13,Quan 10,3,10.7780894,106.6666999,121,False,6990000000,130410250.476541,142340816.3265306,318875531371.30493,15624916337193.941,15617926337193.941,45.61881707743991
270,454096,Ly Thai To,9,Quan 10,1,10.7665885,106.677409,350,False,17500000000,259436667.148464,218558750.0,645221280312.2053,51617717724976.42,51600217724976.42,36.869787446411735
271,509702,Cao Thang,12,Quan 10,3,10.7752104,106.6760427,120,False,12490000000,169948810.813942,178355714.2857143,570310431671.2227,39921735316985.586,39909245316985.586,45.66136362459749
272,404631,3 Thang 2,14,Quan 10,3,10.7665878,106.6622914,121,False,7300000000,159740685.090102,121326666.66666667,333017364665.31134,19981062279918.68,19973762279918.68,45.61881707743991
273,347956,To Hien Thanh,13,Quan 10,3,10.7797875,106.6692808,121,False,7000000000,130410250.476541,124726785.71428572,319331719542.07935,17882591594356.445,17875591594356.445,45.61881707743991
274,404902,Nhat Tao,8,Quan 10,6,10.7615083,106.6618724,261,False,4100000000,380221429.193412,1363266666.6666667,164185556364.8051,492566869094.41534,488466869094.41534,40.04525764995247
275,575845,"Nguyen Tieu La,Quan 10,Ho Chi Minh",8,Quan 10,3,10.7665057,106.6655013,121,False,15000000000,166094819.223986,262800000.0,684282256161.5986,39004109001211.125,38989109001211.125,45.61881707743991
276,405019,3 Thang 2,14,Quan 10,3,10.7665878,106.6622914,121,True,16750000000,159740685.090102,97491841.4918415,764115186047.1184,131122186325685.52,131105436325685.52,45.61881707743991
277,141450,"3/2,Quan 10,Ho Chi Minh",14,Quan 10,1,10.7673409,106.6614356,351,False,28000000000,315869422.021128,186598666.66666666,1031397252884.272,154709598132640.78,154681598132640.78,36.835616174438286
278,122316,Ly Thai To,2,Quan 10,1,10.7665885,106.677409,0,False,32900000000,322088290.265721,328745000.0,1680300142403.5283,168030039740352.84,167997139740352.84,51.0729526566422
279,405468,To Hien Thanh,12,Quan 10,1,10.7800072,106.6676759,351,False,37000000000,230904697.240988,263423789.17378917,1362917798454.2166,191353674202972.0,191316674202972.0,36.835616174438286
280,478612,3/2,11,Quan 10,3,10.772718,106.6762054,120,False,8900000000,189862336.64804,189144680.85106382,406386136258.91766,19100158604169.13,19091258604169.13,45.66136362459749
281,539592,Nguyen Tri Phuong,,Quan 10,2,10.76309,106.66918,350,False,13000000000,311416914.849903,295222727.27272725,479307236803.35254,21089528619347.51,21076528619347.51,36.869787446411735
282,409836,Thanh Thai,14,Quan 10,5,10.7700962,106.6621104,351,False,6800000000,164897755.37531298,141241666.66666666,250482189986.18036,12023165519336.656,12016365519336.656,36.835616174438286
283,461887,Nhat Tao,8,Quan 10,6,10.7650793,106.6689703,260,False,5900000000,380221429.193412,196071666.66666666,236486688022.12015,7094618490663.6045,7088718490663.6045,40.0824894952746
284,518222,3 Thang 2,6,Quan 10,1,10.7778394,106.6810573,351,False,33000000000,324142512.60088,358418478.26086956,1215575333756.4634,111832956205594.62,111799956205594.62,36.835616174438286
285,681893,Nguyen Tri Phuong,9,Quan 10,3,10.7642551,106.6678798,120,False,5900000000,196666666.66666695,196071666.66666666,269402045385.1252,8082079211553.757,8076179211553.757,45.66136362459749
286,566049,To Hien Thanh,12,Quan 10,3,10.7761781,106.6658438,121,False,11600000000,127718991.008831,188286178.86178863,529178278098.3029,32544484503045.63,32532884503045.63,45.61881707743991
287,412568,Dien Bien Phu,11,Quan 10,3,10.7725655,106.6788201,120,False,7400000000,164548282.94081202,131824107.14285715,337894090822.0214,18922086936033.2,18914686936033.2,45.66136362459749
288,318275,To Hien Thanh,13,Quan 10,1,10.7789862,106.6670723,351,False,17200000000,237109546.32098305,214713125.0,633572598200.3385,50685830806027.08,50668630806027.08,36.835616174438286
289,465526,Ly Thai To,9,Quan 10,6,10.766598,106.6774033,260,False,36800000000,142690166.93165502,326884444.4444444,1475035613426.1052,165941532010436.84,165904732010436.84,40.0824894952746
290,315517,Thanh Thai,10,Quan 10,3,10.7742398,106.6650195,121,False,7500000000,142917108.71665502,98482894.73684211,342141128080.7993,26002741034140.75,25995241034140.75,45.61881707743991
291,415762,3 Thang 2,14,Quan 10,3,10.7668714,106.6646849,121,False,12500000000,159740685.090102,126414979.75708503,570235213467.9988,56339249290638.28,56326749290638.28,45.61881707743991
292,287738,Vinh Vien,2,Quan 10,1,10.7648039,106.6727551,350,False,0,0.0,-34693.87755102041,0.0,5100000.0,5100000.0,36.869787446411735
293,417391,Su Van Hanh,13,Quan 10,3,10.7743765,106.667084,121,False,8200000000,194110303.52148,170461458.33333334,374074300035.00726,17955584251680.348,17947384251680.348,45.61881707743991
294,417396,To Hien Thanh,13,Quan 10,3,10.7780894,106.6666999,121,False,10500000000,130410250.476541,137889473.68421054,478997579313.119,36403836427797.05,36393336427797.05,45.61881707743991
295,419327,Cach Mang Thang 8,13,Quan 10,3,10.7787086,106.679611,121,False,15500000000,175352935.348933,241868750.0,707091664700.3186,45253886940820.39,45238386940820.39,45.61881707743991
296,420598,Le Hong Phong,1,Quan 10,3,10.7646189,106.6755636,120,False,1180000000,127383794.073909,23498000.0,53880409077.02504,2694025553851.252,2692845553851.252,45.66136362459749
297,538726,"3/2,Quan 10,Ho Chi Minh",14,Quan 10,3,10.7663343,106.6608375,121,False,10500000000,237005206.01259905,151878260.86956522,478997579313.119,33050853372605.21,33040353372605.21,45.61881707743991
298,539382,To Hien Thanh,13,Quan 10,3,10.7797875,106.6692808,121,False,4750000000,130410250.476541,124865789.4736842,216689381117.83957,8234201582477.903,8229451582477.903,45.61881707743991
299,47411,Le Hong Phong,10,Quan 10,1,10.762129,106.67574,350,False,19500000000,189854935.386628,351836403.03358614,718960855205.0288,39816067461254.5,39796567461254.5,36.869787446411735
300,315701,Ly Thai To,11,Quan 10,3,10.766598,106.6774033,120,False,4750000000,178463877.521502,184750000.0,216891477216.83807,5552442216751.055,5547692216751.055,45.66136362459749
301,72421,Thanh Thai,14,Quan 10,3,10.7741281,106.6643682,121,False,9800000000,140241756.258247,210533333.33333334,447064407358.9111,20788505142189.363,20778705142189.363,45.61881707743991
302,58806,"To Hien Thanh,Quan 10,Ho Chi Minh",13,Quan 10,3,10.7826249,106.6716394,121,False,9300000000,130410250.476541,144914062.5,424254998820.19116,27152345424492.234,27143045424492.234,45.61881707743991
303,59108,To Hien Thanh,12,Quan 10,3,10.7756026,106.665953,121,False,5600000000,127718991.008831,199453571.42857143,255465375633.66348,7153045817742.577,7147445817742.577,45.61881707743991
304,63647,Su Van Hanh,12,Quan 10,1,10.7708968,106.6702079,350,False,39900000000,347422104.653813,586277205.882353,1471104519111.8281,100035140449604.31,99995240449604.31,36.869787446411735
305,86146,Thanh Thai,12,Quan 10,3,10.7750444,106.6646013,121,False,12000000000,153876772.458631,149745000.0,547425804929.2789,43794084794342.31,43782084794342.31,45.61881707743991
306,688023,3 Thang 2,12,Quan 10,6,10.7759611,106.6796776,260,False,50000000,50000000.0,44900000.0,2004124474.76373,2009224474.76373,1959224474.76373,40.0824894952746
307,65374,Su Van Hanh,12,Quan 10,1,10.7587357,106.6742796,350,False,4000000000,191082157.559597,25542838.874680307,147479149785.64694,23065744126475.184,23061744126475.184,36.869787446411735
308,426990,Su Van Hanh,12,Quan 10,1,10.7729582,106.6688863,351,False,48000000000,347422104.653813,272611363.6363636,1768109576373.0378,311187305841654.7,311139305841654.7,36.835616174438286
309,687834,Thanh Thai,,Quan 10,3,10.7749984,106.6634856,121,False,9800000000,150769230.769231,150690769.23076922,447064407358.9111,29059191578329.22,29049391578329.22,45.61881707743991
310,302738,Nguyen Chi Thanh,,Quan 10,3,10.7784512,106.6790959,121,False,28000000000,145553347.35821798,158975000.0,1277326878168.3174,224809550957623.88,224781550957623.88,45.61881707743991
311,699168,To Hien Thanh,13,Quan 10,3,10.7744273,106.6642473,121,False,25000000000,92592592.5925926,92517037.03703703,1140470426935.9976,307927035672719.3,307902035672719.3,45.61881707743991
312,693934,3/2,,Quan 10,3,10.7710752,106.667052,121,False,4400000000,4400000000.0,4384700000.0,200722795140.7356,200738095140.7356,196338095140.7356,45.61881707743991
313,699307,To Hien Thanh,12,Quan 10,4,10.7825281,106.6717723,351,False,13500000,13500000.0,3300000.0,497280818.3549169,507480818.3549169,493980818.3549169,36.835616174438286
314,691288,Ly Thuong Kiet,,Quan 10,3,10.7681355,106.659333,121,False,20000000000,20000000000.0,19979600000.0,912376341548.7981,912396741548.7981,892396741548.7981,45.61881707743991
315,431968,3 Thang 2,14,Quan 10,3,10.7665878,106.6622914,121,False,6800000000,159740685.090102,110237398.37398374,310207956126.5914,19077809701785.37,19071009701785.37,45.61881707743991
316,701401,Le Hong Phong,,Quan 10,1,10.7564624,106.6784786,351,False,380000000,272500000.0,4558750.0,13997534146.286549,1119818031702.9238,1119438031702.9238,36.835616174438286
317,701402,Thanh Thai,,Quan 10,3,10.7721568,106.6651109,121,False,28900000000,192666666.66666695,192632666.66666666,1318383813538.0134,197757577130702.0,197728677130702.0,45.61881707743991
318,102190,To Hien Thanh,13,Quan 10,3,10.7797875,106.6692808,121,False,9500000000,130410250.476541,236990000.0,433378762235.67914,17335170889427.166,17325670889427.166,45.61881707743991
319,144430,3/2,1,Quan 10,1,10.7673358,106.6614178,351,False,35900000000,317867468.847525,267605970.14925373,1322398620662.3345,177201455968752.8,177165555968752.8,36.835616174438286
320,146659,"Thanh Thai,Quan 10,Ho Chi Minh",14,Quan 10,5,10.7700962,106.6621104,351,False,16500000000,168378066.306485,107109740.25974026,607787666878.2317,93599305799247.69,93582805799247.69,36.835616174438286
321,299457,Le Hong Phong,12,Quan 10,3,10.7722329,106.6716284,120,False,28500000000,209984754.425599,227796000.0,1301348863301.0286,162668633412628.56,162640133412628.56,45.66136362459749
322,703338,Nguyen Tri Phuong,8,Quan 10,3,10.7664752,106.666807,121,False,2500000000,125000000.0,124745000.0,114047042693.59976,2280945953871.995,2278445953871.995,45.61881707743991
323,704555,To Hien Thanh,13,Quan 10,3,10.7825894,106.6720426,121,False,2800000000,168674698.795181,167753012.04819277,127732687816.83174,2120377917759.407,2117577917759.407,45.61881707743991
324,124997,Nhat Tao,7,Quan 10,3,10.7615083,106.6618724,121,False,6500000000,159093728.42006898,168433766.23376623,296522311003.3594,11416124273629.336,11409624273629.336,45.61881707743991
325,153302,Nguyen Lam,6,Quan 10,3,10.7619927,106.6634936,121,False,16000000,174437351.42339298,-57812.5,729901073.2390385,23374684343.64923,23358684343.64923,45.61881707743991
326,135217,"Su Van Hanh,Quan 10,Ho Chi Minh",12,Quan 10,1,10.7729582,106.6688863,351,False,25000000000,267368818.193671,219119298.24561402,920890404360.9572,104981526497149.11,104956526497149.11,36.835616174438286
327,164564,Dien Bien Phu,11,Quan 10,3,10.7723827,106.6779268,120,False,5500000000,164548282.94081202,60941111.11111111,251137499935.2862,22602390294175.758,22596890294175.758,45.66136362459749
328,174094,To Hien Thanh,14,Quan 10,1,10.781456,106.6703579,351,False,11000000000,265129274.37449905,109949000.0,405191777918.82117,40519182891882.12,40508182891882.12,36.835616174438286
329,446515,Ba Hat,8,Quan 10,1,10.7672032,106.6738505,350,False,25000000000,239562785.053492,249745000.0,921744686160.2933,92174494116029.33,92149494116029.33,36.869787446411735
330,454144,Ly Thai To,10,Quan 10,3,10.766598,106.6774033,120,False,4600000000,187134907.275927,119658854.16666667,210042272673.14847,8065628370648.9,8061028370648.9,45.66136362459749
331,459370,"Dao Duy Tu,Quan 10,Ho Chi Minh",5,Quan 10,3,10.7601288,106.6648566,121,True,5200000000,165363410.843123,259235000.0,237217848802.68753,4744372276053.751,4739172276053.751,45.61881707743991
332,475525,Dong Nai,dong nai,Quan 10,1,10.7773091,106.66435,351,False,41000000000,401028754.705647,252897530.86419752,1510260263151.9697,244662193230619.1,244621193230619.1,36.835616174438286
333,483175,"Su Van Hanh,Quan 10,Ho Chi Minh",12,Quan 10,1,10.772124,106.6695168,350,False,20500000000,267368818.193671,170663333.33333334,755830642651.4406,90699697518172.86,90679197518172.86,36.869787446411735
334,488557,Thanh Thai,14,Quan 10,3,10.775673,106.6643563,121,False,9000000000,140241756.258247,280453125.0,410569353696.95917,13138244818302.693,13129244818302.693,45.61881707743991
335,489262,Ly Thai To,1,Quan 10,3,10.766598,106.6774033,120,False,7800000000,140616652.42202,185228571.42857143,356158636271.8604,14958683123418.137,14950883123418.137,45.66136362459749
336,492056,Su Van Hanh,12,Quan 10,3,10.7724685,106.667647,121,False,11200000000,191082157.559597,155484722.2222222,510930751267.32697,36787019191247.54,36775819191247.54,45.61881707743991
337,500868,"Thanh Thai,Quan 10,Ho Chi Minh",14,Quan 10,3,10.768622,106.6649136,121,False,4000000000,140601999.370086,39949000.0,182475268309.7596,18247531930975.96,18243531930975.96,45.61881707743991
338,349109,Le Hong Phong,10,Quan 10,3,10.7623401,106.6766664,120,False,16000000000,189854935.386628,380466666.6666667,730581817993.5598,30684456755729.51,30668456755729.51,45.66136362459749
339,61335,Hoa Hung,12,Quan 10,2,10.7782833,106.6721291,351,False,9300000000,116971667.157657,131067796.6101695,342571230422.27606,24254063513897.145,24244763513897.145,36.835616174438286
340,296931,Nguyen Tieu La,14,Quan 10,3,10.7647099,106.6666241,121,False,6800000000,153794536.423964,94373611.1111111,310207956126.5914,22334977941114.58,22328177941114.58,45.61881707743991
341,495290,To Hien Thanh,14,Quan 10,3,10.7737032,106.6628654,121,False,10000000000,145821100.905974,164054276.3157895,456188170774.39905,27736266283083.46,27726266283083.46,45.61881707743991
342,503947,Nhat Tao,8,Quan 10,3,10.7645439,106.6671662,121,False,5500000000,380221429.193412,1567057142.857143,250903493925.9195,878177528740.7183,872677528740.7183,45.61881707743991
343,295453,"3/2,Quan 10,Ho Chi Minh",14,Quan 10,3,10.7779731,106.681087,121,False,10200000000,237005206.012598,161621428.57142857,465311934189.887,29314669703962.883,29304469703962.883,45.61881707743991
344,491356,Ho Ba Kien,15,Quan 10,6,10.7819233,106.6678629,261,False,32500000000,103792319.436086,251898449.6124031,1301470873623.4553,167889747797425.75,167857247797425.75,40.04525764995247
345,354004,Thanh Thai,14,Quan 10,3,10.775235,106.6632295,121,False,24800000000,141117266.92331398,182165441.17647058,1131346663520.5098,153863171738789.3,153838371738789.3,45.61881707743991
346,299454,Nguyen Chi Thanh,9,Quan 10,1,10.7602333,106.6709663,350,False,165000000,316902887.996369,919687.5,6083514928.657936,973380238585.2698,973215238585.2698,36.869787446411735
347,166831,Thanh Thai,12,Quan 10,3,10.7687853,106.6660782,121,False,19000000000,153876772.458631,253061333.33333334,866757524471.3583,65006834735351.87,64987834735351.87,45.61881707743991
348,521066,Cach Mang Thang Tam,12,Quan 10,3,10.7755374,106.6764465,120,False,1500000000,199779529.912611,14898000.0,68492045436.89624,6849214743689.624,6847714743689.624,45.66136362459749
349,565947,Ba Hat,8,Quan 10,3,10.764878,106.6651675,121,False,6700000000,132041265.346913,175711842.10526314,305646074418.84735,11614573777916.2,11607873777916.2,45.61881707743991
350,706755,To Hien Thanh,13,Quan 10,3,10.7825894,106.6720426,121,False,2700000000,162650602.409639,161728915.6626506,123170806109.08775,2044650681410.857,2041950681410.857,45.61881707743991
351,295570,Nguyen Tieu La,8,Quan 10,3,10.7639769,106.6668027,121,False,4650000000,166094819.223986,149670967.7419355,212127499410.09558,6575962681712.963,6571312681712.963,45.61881707743991
352,145256,Nguyen Tri Phuong,9,Quan 10,3,10.7673446,106.6677713,120,False,3800000000,154699103.413583,151592000.0,173513181773.47046,4337839744336.7617,4334039744336.7617,45.66136362459749
353,107362,"To Hien Thanh,Quan 10,Ho Chi Minh",14,Quan 10,3,10.7731123,106.6620455,121,False,16800000000,145821100.905974,169730769.23076925,766396126900.9905,75719967937817.86,75703167937817.86,45.61881707743991
354,89502,"3/2,Quan 10,Ho Chi Minh",14,Quan 10,6,10.7667887,106.6653373,261,False,13000000000,173728182.11162,206065873.01587301,520588349449.3821,32797083865311.07,32784083865311.07,40.04525764995247
355,298589,"Hoa Hao,Quan 10,Ho Chi Minh",8,Quan 10,1,10.7613993,106.6655321,351,False,1000000000,268006365.893067,6496666.666666667,36835616174.438286,5525367926165.743,5524367926165.743,36.835616174438286
356,538723,"Ngo Quyen,Quan 10,Ho Chi Minh",11,Quan 10,3,10.7625606,106.6657613,121,False,10500000000,180836247.816017,174702500.0,478997579313.119,28739872608787.14,28729372608787.14,45.61881707743991
357,539940,3/2,10,Quan 10,3,10.7710169,106.6734787,120,False,14000000000,188185518.628428,204118978.10218978,639259090744.3649,43789265565988.99,43775265565988.99,45.66136362459749
358,545103,Cao Thang,12,Quan 10,3,10.7760477,106.6712753,121,False,14000000000,171278642.44455,205619852.94117647,638663439084.1587,43429131707722.79,43415131707722.79,45.61881707743991
359,507415,"Thanh Thai,Quan 10,Ho Chi Minh",14,Quan 10,3,10.768622,106.6649136,121,False,9800000000,141200257.493112,152965625.0,447064407358.9111,28612132270970.31,28602332270970.31,45.61881707743991
360,76229,Cao Thang,12,Quan 10,3,10.7739166,106.6739209,120,False,18500000000,170538343.050102,181172549.01960784,844735227055.0536,86163013559615.47,86144513559615.47,45.66136362459749
361,71631,Le Hong Phong,2,Quan 10,1,10.7658992,106.6752441,350,False,165000000000,288178051.979866,327340476.1904762,6083514928657.937,3066091544443600.0,3065926544443600.0,36.869787446411735
362,555885,Su Van Hanh,12,Quan 10,3,10.7724685,106.667647,121,False,15500000000,191082157.559597,214994444.44444445,707091664700.3186,50910620258422.94,50895120258422.94,45.61881707743991
363,551546,"Thanh Thai,Quan 10,Ho Chi Minh",12,Quan 10,3,10.7696563,106.6659055,121,False,350000000,154509350.620449,9981250.0,15966585977.103968,510961351267.32697,510611351267.32697,45.61881707743991
364,482019,Dien Bien Phu,11,Quan 10,3,10.7723827,106.6779268,120,False,9500000000,164548282.94081202,146447530.86419752,433782954433.67615,28109145647302.215,28099645647302.215,45.66136362459749
365,167269,Nguyen Tri Phuong,4,Quan 10,1,10.7671969,106.6669167,351,False,82000000000,319888146.889589,213501822.91666666,3020520526303.9395,1159879897400712.8,1159797897400712.8,36.835616174438286
366,648883,Nguyen Tri Phuong,4,Quan 10,1,10.7567481,106.6674069,351,False,100000000,1000000.0,745000.0,3683561617.4438286,368381661744.3829,368281661744.3829,36.835616174438286
367,568258,Cao Thang,12,Quan 10,4,10.7689781,106.6834612,350,False,2950000000,135959048.651154,216724264.70588237,108765872966.91461,1479218422350.0386,1476268422350.0386,36.869787446411735
368,394782,To Hien Thanh,,Quan 10,3,10.7824834,106.671448,121,False,6500000000,123447717.090962,92711428.57142857,296522311003.3594,20756571970235.156,20750071970235.156,45.61881707743991
369,121662,"To Hien Thanh,Quan 10,Ho Chi Minh",13,Quan 10,6,10.7785432,106.6673064,261,False,18000000000,132278997.75211298,224681250.0,720814637699.1444,57665196515931.555,57647196515931.555,40.04525764995247
370,571293,Su Van Hanh,,Quan 10,3,10.761397,106.672884,120,False,25000000000,115538637.752002,173416319.44444445,1141534090614.9373,164380937098550.97,164355937098550.97,45.66136362459749
371,331273,Cao Thang,12,Quan 10,3,10.7760477,106.6712753,121,False,11700000000,171278642.44455,172812869.8224852,533740159806.04694,36080852652888.77,36069152652888.77,45.61881707743991
372,535122,Hoa Hao,5,Quan 10,3,10.7616474,106.6658863,121,True,170000000,163889604.47844,4039164.490861619,7755198903.164784,297039417991.21124,296869417991.21124,45.61881707743991
373,541016,3/2,10,Quan 10,1,10.7747912,106.6789785,350,False,44000000000,342155488.41532403,86219509.80392157,1622270647642.1162,827358058347479.2,827314058347479.2,36.869787446411735
374,581766,Nguyen Tri Phuong,4,Quan 10,1,10.7602782,106.6685769,351,False,89000000,320739581.525508,486666.6666666667,3278369839.5250072,393434980743.00085,393345980743.00085,36.835616174438286
375,550396,To Hien Thanh,12,Quan 10,3,10.7761781,106.6658438,121,False,11450000000,127718991.008831,188183539.0946502,522335455536.68695,31731896773853.73,31720446773853.73,45.61881707743991
376,297026,Nguyen Tri Phuong,9,Quan 10,3,10.767108,106.6678808,120,False,6300000000,160930273.446254,96648461.53846154,287666590834.9642,18698346254272.67,18692046254272.67,45.66136362459749
377,555133,"Thanh Thai,Quan 10,Ho Chi Minh",12,Quan 10,3,10.7750444,106.6646013,121,False,14600000000,154509350.620449,214443382.3529412,666034729330.6227,45290379444482.34,45275779444482.34,45.61881707743991
378,452805,3/2,14,Quan 10,4,10.7662912,106.6616334,351,False,5100000000,194920719.407691,169660000.0,187861642489.63525,5635859474689.058,5630759474689.058,36.835616174438286
379,176923,Thanh Thai,14,Quan 10,3,10.7755825,106.6639571,121,False,15800000000,140241756.258247,183543023.25581396,720777309823.5505,61986863944825.34,61971063944825.34,45.61881707743991
380,709129,Ngo Quyen,5,Quan 10,6,10.7603014,106.6654263,261,False,120000000,714285.7142857141,562500.0,4805430917.994296,807337894223.0417,807217894223.0417,40.04525764995247
381,590298,Cao Thang,12,Quan 10,6,10.7746493,106.6747346,260,False,898489000000,171103220.55602,12478943055.555555,36013675904119.78,2592984670196624.0,2592086181196624.0,40.0824894952746
382,710042,Le Hong Phong,1,Quan 10,3,10.7637,106.675428,120,False,14000000,225806.451612903,-267741.93548387097,639259090.7443649,39664663626.15062,39650663626.15062,45.66136362459749
383,351759,"Su Van Hanh,Quan 10,Ho Chi Minh",13,Quan 10,6,10.775468,106.6669085,261,False,24000000000,179011912.788339,97457317.07317074,961086183598.8593,236427226665319.38,236403226665319.38,40.04525764995247
384,596841,Nguyen Tri Phuong,8,Quan 10,1,10.7627853,106.6673809,351,False,200000000,226925558.97353905,742982.4561403509,7367123234.887657,1679734697554.3857,1679534697554.3857,36.835616174438286
385,596911,To Hien Thanh,11,Quan 10,1,10.77596,106.6633,351,False,55000000,323844683.537081,288333.3333333333,2025958889.5941057,243135466751.2927,243080466751.2927,36.835616174438286
386,536729,"3/2,Quan 10,Ho Chi Minh",12,Quan 10,3,10.7667887,106.6653373,121,True,14000000000,195157881.809673,124863392.85714285,638663439084.1587,71530320477425.78,71516320477425.78,45.61881707743991
387,354247,Ho Thi Ky,1,Quan 10,3,10.7651439,106.67711,120,False,6800000000,245999127.993821,149667400.88105726,310497272647.26294,14096581278185.736,14089781278185.736,45.66136362459749
388,143848,Ngo Quyen,5,Quan 10,3,10.7608242,106.6655767,121,False,11800000000,174817525.244819,107226363.63636364,538302041513.7909,59213229666517.0,59201429666517.0,45.61881707743991
389,303902,To Hien Thanh,13,Quan 10,3,10.7797875,106.6692808,121,False,12900000000,132278997.75211298,160899375.0,588482740298.9749,47078647273917.984,47065747273917.984,45.61881707743991
390,404568,Le Hong Phong,14,Quan 10,1,10.762179,106.675935,350,False,35000000000,201806144.043482,416241666.6666667,1290442560624.4106,108397210792450.5,108362210792450.5,36.869787446411735
391,555132,"Su Van Hanh,Quan 10,Ho Chi Minh",12,Quan 10,3,10.761397,106.672884,120,False,13500000000,191148643.516064,264505882.3529412,616428408932.0662,31437859055535.375,31424359055535.375,45.66136362459749
392,602855,3/2,,Quan 10,1,10.7743609,106.6780563,350,False,250000000000,366977892.61165,595140952.3809524,9217446861602.934,3871327722673232.0,3871077722673232.0,36.869787446411735
393,603657,Su Van Hanh,12,Quan 10,3,10.7656274,106.6719747,120,True,15800000000,184540972.365118,219054861.1111111,721449545268.6404,51944395309342.11,51928595309342.11,45.66136362459749
394,503557,3/2,10,Quan 10,1,10.7708213,106.6733304,350,False,43000000000,342155488.41532403,100419626.1682243,1585400860195.7046,678551588563761.6,678508588563761.6,36.869787446411735
395,330414,3/2,10,Quan 10,6,10.77061,106.6728424,260,False,350000000,188185518.628428,10986666.666666666,14028871323.34611,420886539700.3833,420536539700.3833,40.0824894952746
396,453406,3/2,10,Quan 10,6,10.7710752,106.667052,261,False,43000000000,188185518.628428,358205833.3333333,1721946078947.956,206633544773754.72,206590544773754.72,40.04525764995247
397,609775,Ba Hat,,Quan 10,3,10.7668993,106.6732484,120,False,3250000000,163212993.130301,89994444.44444445,148399431779.94183,5342389744077.906,5339139744077.906,45.66136362459749
398,404079,Nguyen Tieu La,8,Quan 10,1,10.7598546,106.6673443,351,False,13900000000,301990580.407247,247850000.0,512015064824.6922,28672864030182.76,28658964030182.76,36.835616174438286
399,472460,Dien Bien Phu,11,Quan 10,1,10.7744589,106.6806909,350,False,350000000,299178696.256021,10476666.666666666,12904425606.244106,387168468187.3232,386818468187.3232,36.869787446411735
400,614358,Vinh Vien,15,Quan 10,1,10.7631938,106.6670065,351,False,46000000,251168445.537134,201071.42857142858,1694438344.024161,237239218163.38257,237193218163.38257,36.835616174438286
401,614461,Dien Bien Phu,11,Quan 10,1,10.7706945,106.6744336,350,False,144000000,299178696.256021,421224.48979591834,5309249392.28329,1300806901109.406,1300662901109.406,36.869787446411735
402,344911,Su Van Hanh,12,Quan 10,3,10.7724685,106.667647,121,False,25200000000,192561377.018183,235371028.03738317,1149594190351.4856,123006593667608.95,122981393667608.95,45.61881707743991
403,500865,"Thanh Thai,Quan 10,Ho Chi Minh",14,Quan 10,3,10.7694164,106.6641113,121,False,12500000000,141715829.88368502,138605555.55555555,570235213467.9988,51321194712119.89,51308694712119.89,45.61881707743991
404,311151,"To Hien Thanh,Quan 10,Ho Chi Minh",13,Quan 10,3,10.7797875,106.6692808,121,False,6600000000,132278997.75211298,94212857.14285715,301084192711.1034,21075898589777.24,21069298589777.24,45.61881707743991
